FoodName,FoodID,Energy (kcal),Protein,Protein from Amino Acids,Carbohydrates,Dietary fibre,Fat,Alcohol,Salt,Vitamin A,beta-Carotene,Vitamin D,Vitamin D3,Vitamin E,Vitamin K,Thiamin (Vitamin B1),Riboflavin (Vitamin B2),Niacin equivalent,Niacin,Vitamin B6,Pantothenic acid,Biotin,Folate,"Folate, free",Vitamin B12,Vitamin C,Ascorbic acid,Sodium,Potassium,Calcium,Magnesium,Iron,Copper,Zinc,Sum sugars,Starch/Glycogen,Sum saturated fatty acids,Sum monounsaturated fatty acids,Sum polyunsaturated fatty acids,Sum trans fatty acids,Sum n-3 fatty acids,Sum n-6 fatty acids,Cholesterol,Isoleucine,Leucine,Lysine,Methionine,Cystine,Phenylalanine,Tyrosine,Threonine,Tryptophan,Valine,Arginine,Histidine,Glycine,Proline
"Strawberry, raw",1,38,0.7,0.5,6.9,1.5,0.6,0.0,0.0,6.67,40.00,0.00,0.00,0.41,20.00,0.01,0.01,0.57,0.43,0.05,0.13,0.7,117.0,15.0,0.0,66.9,64.8,1,179,19,12,0.25,0.04,0.10,6.1,0,0.050,0.083,0.348,0.000,0.166,0.182,0.0,24.3,39.1,34.8,10.1,3.7,22.2,10.6,22.2,8.2,28.5,40.1,11.6,25.3,23.2
"Apple, raw, all varieties",2,55,0.3,0.2,12.1,2.2,0.2,0.0,0.0,4.17,25.00,0.00,0.00,0.25,3.00,0.01,0.01,0.17,0.12,0.05,0.07,1.0,9.0,3.0,0.0,8.3,7.8,1,118,4,4,0.12,0.03,0.02,10.9,0,0.045,0.007,0.131,0.000,0.028,0.103,0.0,8.6,13.8,12.9,2.6,0.9,6.9,4.3,7.8,2.6,10.3,6.0,4.3,7.8,8.2
"Banana, raw",3,93,1.1,0.7,21.0,1.6,0.2,0.0,0.0,8.83,53.00,0.00,0.00,0.27,0.50,0.04,0.01,0.77,0.60,0.31,0.26,1.6,38.0,12.0,0.0,11.2,8.1,0,348,7,28,0.25,0.11,0.17,15.4,4.325,0.082,0.043,0.025,0.000,0.000,0.025,0.0,34.7,89.4,51.1,10.2,3.1,34.7,20.1,32.9,10.2,52.9,49.3,84.0,36.5,38.3
"Potato, raw",4,77,2.0,1.5,15.9,1.4,0.3,0.0,0.0,1.67,10.00,0.00,0.00,0.10,16.00,0.06,0.06,2.11,1.60,0.20,0.38,0.5,36.0,10.0,0.0,26.4,23.4,7,414,7,20,1.04,0.05,0.30,1.2,16.65,0.056,0.014,0.162,0.000,0.093,0.070,0.0,74.6,110.3,116.7,27.6,16.5,81.1,38.9,68.1,30.8,120.0,84.3,35.7,58.4,71.3
"Milk, whole, konventional (not organic), 3.5 % fat",6,63,3.4,3.1,4.4,0.0,3.5,0.0,0.1,33.07,16.00,0.04,0.01,0.06,1.26,0.04,0.17,0.86,0.09,0.05,0.36,1.6,11.0,4.0,0.4,1.2,1.2,44,144,116,11,0.02,0.01,0.41,4.6,0,2.240,0.782,0.073,0.131,0.014,0.048,14.0,198.4,327.2,305.7,85.8,26.3,171.6,144.8,144.8,46.1,236.0,118.0,96.5,69.7,332.5
"Parsley, raw",8,48,3.7,2.7,3.7,4.1,1.2,0.0,0.2,948.33,5690.00,0.00,0.00,2.70,790.00,0.12,0.30,2.64,1.70,0.20,0.30,0.4,116.0,41.0,0.0,308.0,308.0,64,641,185,29,3.60,0.09,0.46,0.8,0.43,0.162,0.027,0.731,0.000,0.457,0.274,0.0,148.5,255.4,225.7,52.3,17.8,178.2,101.0,154.4,56.4,213.8,154.4,77.2,178.2,267.3
"Pear, raw",9,49,0.3,0.2,11.1,3.2,0.1,0.0,0.0,10.83,65.00,0.00,0.00,0.58,,0.01,0.01,0.28,0.23,0.01,0.05,0.4,16.0,4.0,0.0,6.1,5.3,1,122,10,6,0.10,0.07,0.11,8.3,0,0.012,0.008,0.033,0.000,0.008,0.025,0.0,12.3,20.1,20.1,3.1,1.5,12.3,4.6,10.8,3.1,15.2,9.3,6.4,12.3,27.5
"Rhubarb, raw",10,26,0.9,0.4,3.0,3.8,0.3,0.0,0.0,19.67,118.00,0.00,0.00,0.35,,0.03,0.03,0.43,0.25,0.04,0.09,,7.0,9.0,0.0,13.0,13.0,3,280,115,12,0.30,0.06,0.23,1.6,0.22,0.064,0.016,0.160,0.000,0.039,0.121,0.0,27.4,38.9,40.3,10.8,1.2,25.9,17.3,21.6,10.8,41.8,33.1,18.7,27.4,24.5
"Currant, black, raw",11,75,1.5,,11.4,5.8,1.3,0.0,0.0,21.67,130.00,0.00,0.00,2.10,,0.03,0.03,0.52,0.30,0.08,0.40,2.4,8.2,15.0,0.0,181.0,181.0,3,337,59,22,0.80,0.10,0.29,9.8,0,0.244,0.083,0.733,0.000,0.244,0.489,0.0,,,,,,,,,13.4,,,,,
"Yogurt plain, whole milk",12,62,3.8,3.4,2.8,0.0,3.6,0.0,0.1,31.24,16.00,0.10,0.10,0.02,1.01,0.04,0.17,0.96,0.10,0.04,0.28,1.8,21.0,,0.2,0.2,0.2,46,146,132,12,0.05,0.01,0.49,3.6,0,2.311,0.963,0.102,,0.027,0.074,15.0,201.9,362.2,338.5,95.0,24.9,166.3,172.2,160.3,51.7,255.3,130.6,100.9,77.2,356.3
"Celery, raw",13,23,0.7,0.5,3.9,1.6,0.2,0.0,0.2,2.83,17.00,0.00,0.00,0.20,,0.04,0.08,0.59,0.45,0.09,0.40,0.1,28.0,6.0,0.0,9.0,9.0,62,318,57,8,0.40,0.11,0.10,1.8,0.1,0.036,0.027,0.069,0.000,0.000,0.069,0.0,28.7,51.4,15.5,13.1,3.6,33.5,9.6,25.1,8.4,35.8,29.9,10.8,22.7,19.1
"Cauliflower, all varieties, raw",14,28,2.4,1.6,2.5,2.2,0.4,0.0,0.0,6.67,40.00,0.00,0.00,0.20,16.00,0.06,0.07,1.06,0.60,0.15,0.60,1.5,165.2,32.0,0.0,76.8,68.1,17,286,24,13,0.40,0.04,0.26,1.9,0.01,0.076,0.026,0.217,0.000,0.187,0.030,0.0,85.5,128.3,116.7,29.9,14.4,81.7,50.6,81.7,27.6,140.0,93.3,42.8,85.5,105.0
"Broccoli, raw",17,35,3.6,,3.1,3.2,0.2,0.0,0.0,88.83,533.00,0.00,0.00,1.45,260.00,0.09,0.11,1.23,0.57,0.22,0.69,7.4,239.0,,0.0,116.7,111.5,12,389,44,21,0.70,0.05,0.42,2.1,0,0.039,0.011,0.017,0.000,,,0.0,136.5,187.7,182.0,51.2,39.8,130.8,,153.6,39.8,170.6,221.8,79.6,,
"Beans, wax, raw",20,35,2.1,1.5,5.3,1.8,0.2,0.0,0.0,9.17,55.00,0.00,0.00,0.45,,0.08,0.13,1.05,0.60,0.10,0.05,0.7,100.0,8.0,0.0,21.0,21.0,6,209,45,27,1.10,0.07,0.40,2.5,1,0.030,0.000,0.050,0.000,0.030,0.020,0.0,80.6,117.6,110.9,28.2,7.4,57.1,47.0,90.7,26.9,104.2,77.3,32.9,63.8,60.5
"Lemon, raw",21,44,0.5,0.3,3.9,1.2,1.1,0.0,0.0,3.33,20.00,0.00,0.00,0.80,,0.05,0.03,0.24,0.20,0.06,0.23,0.5,32.0,7.0,0.0,49.0,49.0,3,175,35,9,0.08,0.05,0.13,3.1,0,0.243,0.070,0.567,0.000,0.166,0.401,0.0,13.6,12.4,24.8,6.9,6.2,17.6,10.0,6.9,2.5,18.0,30.0,6.9,48.0,26.4
"Dill, raw",22,48,3.5,,4.9,2.1,1.1,0.0,0.1,997.06,5982.35,0.00,0.00,1.70,,0.19,0.43,3.51,2.40,0.30,0.30,0.4,116.0,41.0,0.0,70.0,70.0,27,647,202,28,5.50,0.22,1.80,4.9,0,0.056,0.751,0.089,0.000,0.012,0.077,0.0,,,,,,,,,66.5,,,,,
"Kale, raw",23,60,4.7,3.1,4.7,6.2,1.2,0.0,0.1,841.67,5050.00,0.00,0.00,5.40,,0.15,0.29,3.98,2.80,0.35,1.00,36.0,60.0,44.0,0.0,169.0,169.0,35,264,219,20,2.00,0.09,0.62,1.9,0.08,0.148,0.033,0.739,0.000,0.543,0.197,0.0,178.8,298.0,253.3,54.4,22.3,201.1,111.7,178.8,70.8,253.3,216.0,89.4,201.1,268.2
"Carrot, raw",24,36,0.7,0.4,6.0,2.9,0.4,0.0,0.2,1631.67,9790.00,0.00,0.00,0.55,13.20,0.04,0.03,1.10,1.00,0.12,0.28,3.4,63.0,15.0,0.0,7.0,5.0,66,286,25,10,0.24,0.04,0.19,6.2,0,0.079,0.006,0.235,0.000,0.029,0.206,0.0,19.8,26.4,24.2,5.9,0.9,17.6,9.3,17.6,5.9,29.7,22.0,8.5,18.7,16.5
"Garfish, raw",25,107,19.5,16.2,0.0,0.0,3.2,0.0,0.2,3.10,0.00,5.16,5.16,0.76,0.00,0.00,0.10,10.81,7.10,0.41,0.48,4.2,1.0,1.0,7.7,0.4,0.4,62,301,79,23,0.61,0.06,2.72,0.0,0,0.640,0.876,1.044,,0.929,0.115,85.0,967.3,1450.9,1773.3,580.4,164.4,773.8,709.3,870.5,222.5,1096.2,1257.4,677.1,1096.2,709.3
"Cabbage, white, raw",26,32,1.2,0.8,5.1,2.3,0.2,0.0,0.0,5.83,35.00,0.00,0.00,0.02,76.00,0.05,0.04,0.55,0.40,0.16,0.21,1.2,77.0,,0.0,45.8,45.8,6,240,51,11,0.31,0.02,0.15,4.4,0.03,0.041,0.004,0.115,0.000,0.084,0.031,0.0,27.4,35.3,35.3,9.0,5.1,21.6,12.2,23.5,9.0,45.1,66.6,21.6,27.4,56.8
"Rose hip, raw",27,79,0.6,,15.0,6.1,0.5,0.0,0.1,1900.00,11400.00,0.00,0.00,,,0.06,0.07,0.54,0.50,0.05,,,,,0.0,840.0,840.0,24,410,184,28,0.20,0.18,0.92,14.0,0.1,0.040,0.100,0.280,0.000,0.110,0.170,0.0,,,,,,,,,2.5,,,,,
"Elderberry, raw",28,67,0.7,0.6,11.6,6.8,0.5,0.0,0.0,54.22,325.33,0.00,0.00,1.00,,0.07,0.06,1.97,1.70,0.18,0.14,1.8,12.0,17.0,0.0,29.0,29.0,8,321,47,32,0.90,0.06,0.21,6.5,0,0.033,0.029,0.288,0.000,0.131,0.157,0.0,27.6,60.4,26.5,13.8,14.8,40.3,50.9,27.6,15.9,32.9,47.7,14.8,36.0,25.4
"Salmon, Atlantic, wild, raw",30,159,18.4,15.6,4.5,0.0,7.5,0.0,0.1,15.00,0.00,30.00,30.00,1.30,0.00,0.23,0.10,9.24,6.00,0.98,2.00,5.0,26.0,4.0,6.2,1.0,1.0,57,330,20,24,0.80,0.17,1.04,0.0,0,1.409,2.110,1.926,,1.675,0.251,70.0,912.6,1442.6,1648.6,559.4,117.8,736.0,618.2,824.3,194.3,1059.8,2060.8,412.2,883.2,647.7
"Sweetcorn, on-the-cob, raw",31,91,3.7,3.2,13.5,2.8,1.8,0.0,0.0,7.83,47.00,0.00,0.00,0.80,0.30,0.15,0.08,2.19,1.80,0.16,0.54,0.5,33.0,27.0,0.0,6.8,6.8,3,306,4,39,0.60,0.24,1.40,1.7,22,0.284,0.516,0.892,0.000,0.030,0.862,0.0,136.2,467.7,100.6,71.0,59.2,189.4,142.1,136.2,23.7,177.6,153.9,100.6,136.2,331.5
"Milk, buttermilk",32,36,3.4,3.0,3.8,0.0,0.5,0.0,0.1,4.33,2.00,0.08,0.08,0.01,0.00,0.04,0.16,0.89,0.09,0.04,0.34,1.5,2.9,2.0,0.2,0.3,0.3,44,156,121,12,0.02,0.01,0.41,3.7,0,0.325,0.135,0.014,,0.004,0.010,2.0,191.8,309.1,282.4,85.3,21.8,170.5,149.2,143.9,48.0,229.1,111.9,95.9,63.9,330.4
"Milk, partly skimmed, konventional (not organic), 1.5 % fat",33,48,3.5,3.2,4.6,0.0,1.6,0.0,0.1,14.70,7.00,0.02,0.00,0.03,0.00,0.05,0.17,0.88,0.09,0.05,0.38,2.1,11.5,,0.4,1.3,1.3,43,153,121,12,0.03,0.01,0.41,4.7,0,0.990,0.375,0.050,0.076,0.011,0.027,7.0,203.5,335.5,313.5,88.0,27.0,176.0,148.5,148.5,47.3,242.0,121.0,99.0,71.5,341.0
"Mackerel, raw",34,187,17.8,14.9,0.0,0.0,12.9,0.0,0.3,31.87,1.00,8.07,8.07,0.51,0.00,0.14,0.30,11.81,8.55,0.51,0.43,5.4,8.0,3.0,11.4,0.2,0.2,105,315,15,24,0.78,0.08,0.94,0.0,0,2.985,5.074,3.553,,3.269,0.284,65.5,917.3,1390.8,1627.5,532.7,145.0,739.8,651.0,799.0,195.3,1094.9,1065.3,858.2,858.2,621.4
"Almond, raw",35,606,21.2,20.5,7.8,10.6,52.1,0.0,0.0,0.00,0.00,0.00,0.00,23.35,,0.14,0.94,5.83,1.88,0.13,0.31,82.5,76.1,,0.0,0.8,0.8,1,730,257,264,3.40,1.00,3.30,6.6,0,4.318,33.476,12.111,0.000,0.000,12.111,0.0,853.0,1580.0,666.0,187.0,284.0,1210.0,691.0,663.0,237.0,1010.0,2570.0,574.0,1500.0,986.0
"Watermelon, raw",36,33,0.8,0.4,7.0,0.5,0.1,0.0,0.0,3.33,20.00,0.00,0.00,0.05,0.00,0.02,0.02,0.21,0.18,0.05,0.30,0.0,3.0,2.0,0.0,11.3,9.6,7,146,4,8,0.30,0.03,0.10,6.5,0,0.025,0.013,0.032,0.000,0.019,0.013,0.0,24.3,23.0,80.6,7.7,2.6,2.9,2.9,34.6,1.9,20.5,75.5,7.7,12.8,30.7
"Pepper, sweet, green, raw",37,22,0.9,0.6,3.0,1.8,0.3,0.0,0.0,27.83,167.00,0.00,0.00,0.55,,0.03,0.03,0.69,0.60,0.19,0.23,,35.0,8.0,0.0,104.1,99.1,6,187,9,11,0.35,0.08,0.11,2.5,0.1,0.055,0.008,0.150,0.000,0.055,0.095,0.0,27.4,36.0,41.8,7.2,7.2,27.4,13.4,28.8,5.2,41.8,34.6,14.4,30.2,23.0
"Pepper, sweet, red, raw",38,31,0.9,0.6,5.9,1.7,0.1,0.0,0.0,211.67,1270.00,0.00,0.00,2.26,,0.05,0.08,1.07,0.98,0.43,0.17,1.6,88.0,23.0,0.0,161.5,159.6,0,239,7,12,0.32,0.05,0.13,5.2,0,0.021,0.003,0.056,0.000,0.021,0.036,0.0,28.0,36.9,42.8,7.4,7.4,28.0,13.7,29.5,5.3,42.8,35.4,14.8,31.0,23.6
"Radish, raw",39,12,0.8,0.4,1.2,1.3,0.1,0.0,0.1,2.50,15.00,0.00,0.00,0.01,,0.02,0.04,0.39,0.25,0.06,0.18,,24.0,18.0,0.0,33.0,33.0,25,249,35,9,0.60,0.04,0.32,1.3,0,0.025,0.013,0.043,0.000,0.035,0.007,0.0,23.0,34.6,34.6,6.7,0.9,20.5,9.5,24.3,8.6,38.4,23.0,12.3,23.0,21.8
"Currant, red, raw",40,63,1.3,,8.6,4.2,1.7,0.0,0.0,3.50,21.00,0.00,0.00,0.80,,0.03,0.02,0.56,0.30,0.05,0.06,2.6,26.0,15.0,0.0,49.0,49.0,3,262,31,11,0.65,0.09,0.18,7.1,0,0.380,0.274,0.706,0.000,0.309,0.397,0.0,,,,,,,,,15.4,,,,,
"Brussels sprouts, raw",41,53,4.5,3.6,5.5,4.1,0.5,0.0,0.0,36.67,220.00,0.00,0.00,0.90,250.00,0.12,0.16,1.66,0.80,0.28,0.72,0.4,130.0,45.0,0.0,119.0,119.0,8,483,23,24,0.90,0.05,0.43,3.7,0.49,0.079,0.015,0.319,0.000,0.245,0.074,0.0,152.5,203.3,225.1,48.6,21.1,130.7,72.6,145.2,51.5,239.6,297.7,94.4,145.2,755.0
"Beet, red, raw",43,52,1.7,0.9,9.6,2.3,0.3,0.0,0.1,1.17,7.00,0.00,0.00,0.08,0.20,0.03,0.05,0.35,0.20,0.05,0.15,0.0,91.0,69.0,0.0,8.0,8.0,43,330,28,15,0.60,0.12,0.73,9.7,0,0.048,0.026,0.127,0.000,0.021,0.106,0.0,32.4,35.1,37.8,7.8,1.1,15.7,13.8,29.7,8.9,43.2,32.4,17.6,29.7,18.6
"Cabbage, red, raw",44,32,1.5,0.9,4.9,2.0,0.2,0.0,0.0,4.17,25.00,0.00,0.00,0.07,149.00,0.07,0.05,0.79,0.60,0.15,0.32,0.1,46.0,23.0,0.0,60.0,60.0,10,292,44,14,0.45,0.03,0.19,3.8,0.07,0.039,0.012,0.110,0.000,0.035,0.075,0.0,41.1,45.9,45.9,11.4,1.0,26.6,17.4,18.6,11.4,67.7,62.9,24.2,31.4,55.6
"Plaice, raw",45,85,17.3,14.7,0.0,0.0,1.8,0.0,0.2,4.00,0.00,1.05,1.05,1.03,4.94,0.17,0.15,5.61,2.90,0.17,0.86,44.5,14.0,5.0,1.7,0.2,0.2,80,322,29,21,0.12,0.03,0.50,0.0,0,0.419,0.384,0.666,,0.658,0.008,71.5,811.8,1287.6,1623.5,531.8,148.4,643.8,587.8,755.8,162.4,951.7,1119.7,391.9,1315.6,755.8
"Celeriac, celery root, raw",46,34,1.8,1.2,4.1,3.9,0.3,0.0,0.1,5.00,30.00,0.00,0.00,0.80,0.00,0.05,0.14,1.25,1.00,0.20,0.43,0.1,12.0,6.0,0.0,11.0,11.0,20,442,42,14,0.80,0.08,0.37,1.7,0.37,0.067,0.012,0.177,0.000,0.018,0.159,0.0,53.5,76.0,73.2,17.7,3.9,45.1,26.8,47.9,14.9,87.3,45.1,26.8,45.1,45.1
"Herring, pickled, canned",47,272,11.9,9.4,19.9,0.0,16.0,0.0,3.0,12.66,0.00,9.04,9.04,1.60,0.54,0.03,0.17,4.73,2.50,,,,1.8,,7.4,0.0,0.0,1180,44,30,6,0.92,0.12,0.64,20.9,0,3.100,8.125,2.597,0.068,2.427,0.169,58.0,591.6,973.3,1049.6,343.5,59.2,515.3,343.5,534.3,133.6,725.2,687.0,305.3,553.4,458.0
"Herring, raw",48,190,16.2,14.0,0.0,0.0,13.9,0.0,0.2,13.80,0.00,11.02,11.02,0.60,4.95,0.00,0.23,7.21,4.35,0.34,0.62,6.4,10.0,3.0,12.5,0.0,0.0,90,317,34,27,0.73,0.10,1.18,0.0,0,2.892,6.576,2.869,,2.595,0.274,58.0,816.8,1388.5,1660.7,517.3,147.0,653.4,571.7,762.3,171.5,1007.3,980.1,490.1,844.0,626.2
"Cabbage, pointed, raw",49,27,2.1,1.3,3.0,1.9,0.3,0.0,0.0,3.33,20.00,0.00,0.00,0.15,170.00,0.05,,0.54,0.30,0.15,0.15,0.0,73.0,33.0,0.0,66.0,66.0,6,249,34,9,0.40,0.07,0.20,0.8,0.03,0.062,0.024,0.134,0.000,0.067,0.067,0.0,49.2,72.2,72.2,19.4,10.8,45.9,23.0,49.2,14.4,72.2,78.7,32.8,45.9,108.2
"Spinach, raw",50,24,2.6,1.7,1.3,1.9,0.6,0.0,0.1,697.62,4185.71,0.00,0.00,2.90,560.00,0.10,0.24,1.40,0.70,0.22,0.30,1.6,220.0,176.0,0.0,54.0,54.0,41,449,129,26,4.50,0.07,1.10,0.1,0.09,0.066,0.032,0.355,0.000,0.292,0.063,0.0,84.0,151.2,121.8,26.5,3.8,121.8,63.0,92.4,42.0,121.8,142.8,46.2,105.0,84.0
"Gooseberry, raw",51,44,0.9,,7.3,3.2,0.6,0.0,0.0,13.67,82.00,0.00,0.00,1.00,,0.01,0.03,0.40,0.25,0.02,0.29,0.5,11.7,15.0,0.0,33.0,33.0,2,176,26,8,0.40,0.06,0.16,3.0,0,0.078,0.066,0.295,0.000,0.122,0.174,0.0,,,,,,,,,9.1,,,,,
"Tomato, ripe, raw, origin unknown",52,21,0.8,0.6,3.3,1.4,0.2,0.0,0.0,165.33,992.00,0.00,0.00,0.57,7.90,0.04,0.02,0.86,0.73,0.09,0.04,2.3,29.0,,0.0,17.8,17.2,2,254,7,9,0.24,0.04,0.09,3.2,0,0.028,0.018,0.074,0.000,0.007,0.068,0.0,36.3,31.3,36.3,8.8,6.5,21.3,28.8,21.3,7.6,22.5,28.8,12.5,22.5,25.0
"Grape, raw",54,67,0.6,0.4,15.7,0.9,0.0,0.0,0.0,5.50,33.00,0.00,0.00,0.18,,0.05,0.00,0.23,0.16,0.09,0.05,0.9,5.0,,0.0,3.1,2.6,2,191,11,7,0.22,0.14,0.06,15.3,0,0.000,0.000,0.000,0.000,0.000,0.000,0.0,4.7,12.9,13.9,20.9,10.0,12.9,10.9,16.9,4.2,16.9,45.8,22.9,18.9,20.9
"Peas, green, raw",55,70,5.9,4.2,7.0,5.9,0.7,0.0,0.0,36.33,218.00,0.00,0.00,0.02,70.00,0.31,0.13,2.98,2.20,0.16,0.75,3.0,25.0,,0.0,43.0,43.0,2,300,30,28,1.80,0.11,0.75,4.7,1.8,0.128,0.048,0.384,0.000,0.064,0.320,0.0,228.2,351.8,370.8,50.4,19.0,209.2,133.1,218.7,46.6,285.2,703.5,104.6,199.7,190.1
"Squash, raw",56,15,1.3,0.7,1.6,1.2,0.1,0.0,0.0,35.52,213.13,0.00,0.00,0.49,5.05,0.02,0.04,0.52,0.29,0.06,0.12,3.6,16.9,,0.0,8.4,,0,248,20,19,0.33,0.06,0.28,2.2,0,0.021,0.008,0.043,0.000,0.027,0.016,0.0,20.4,57.9,60.9,0.0,13.9,35.5,32.0,31.1,14.1,47.2,68.0,20.2,38.4,15.5
"Artichoke, raw",57,46,3.3,,5.1,5.4,0.2,0.0,0.1,1.33,8.00,0.00,0.00,0.35,,0.09,0.06,1.05,1.05,0.10,0.30,,74.0,,0.0,11.7,11.7,27,404,60,36,1.10,,0.40,2.6,0,0.050,0.010,0.090,0.000,0.020,0.060,0.0,,,,,,,,,,,,,,
"Beans, mung, dried, raw",58,324,23.9,20.0,47.2,15.0,1.2,0.0,0.0,11.33,68.00,0.00,0.00,1.90,170.00,0.62,0.23,6.58,2.25,0.50,0.20,,625.0,,0.0,12.2,12.2,15,1246,88,189,6.74,0.94,2.68,1.5,45.7,0.341,0.171,0.408,0.000,0.028,0.380,0.0,992.7,1832.6,1679.9,286.4,210.0,1450.8,725.4,763.6,259.6,1221.8,1679.9,687.2,954.5,1107.2
"Oats, rolled, average values",59,366,12.9,11.6,58.3,9.9,6.9,0.0,0.0,0.00,0.00,0.00,0.00,0.75,0.00,0.42,0.11,2.98,0.80,0.14,1.50,19.0,50.4,,0.0,0.0,0.0,2,386,115,155,3.86,0.39,2.99,1.0,57.9,1.187,2.383,2.809,0.000,0.090,2.719,0.0,552.4,994.3,574.5,221.0,375.6,729.2,419.8,464.0,179.0,817.6,883.9,309.4,751.3,729.2
"Rye flour, dark, wholemeal",60,333,8.7,7.4,61.8,14.8,2.3,0.0,0.0,0.00,0.00,0.00,0.00,0.80,0.00,0.33,0.11,1.82,1.70,0.28,0.49,6.0,74.2,36.0,0.0,0.0,0.0,5,438,33,93,2.80,0.32,2.80,2.3,52.52,0.296,0.231,1.152,0.000,0.138,1.014,0.0,344.4,599.0,374.4,146.8,136.3,419.3,224.6,329.5,109.3,509.2,494.2,224.6,419.3,778.7
"Wheat, flour, wholemeal",61,331,10.6,9.4,60.0,13.8,2.4,0.0,0.0,0.50,3.00,0.00,0.00,0.87,1.91,0.28,0.07,2.48,0.64,0.19,0.43,6.7,41.0,,0.0,0.0,0.0,1,375,28,97,3.09,0.32,2.20,1.2,45.636103,0.483,0.219,1.188,0.000,0.000,1.188,0.0,372.0,760.0,325.0,180.0,244.0,522.0,296.0,336.0,149.0,484.0,521.0,261.0,473.0,1130.0
"Ginger root, raw",62,49,1.8,0.9,7.6,2.0,0.8,0.0,0.0,0.00,0.00,0.00,0.00,,,0.03,0.03,0.96,0.75,0.16,0.20,,11.0,,0.0,5.0,5.0,13,415,16,43,0.60,0.23,0.34,1.7,6.4,0.224,0.164,0.172,0.000,0.038,0.134,0.0,55.3,78.6,61.1,14.0,8.4,49.5,21.5,37.8,12.8,78.6,46.6,32.0,46.6,43.7
"Okra, raw",63,29,2.0,1.2,3.0,4.0,0.1,0.0,0.0,66.67,400.00,0.00,0.00,,,0.20,0.06,0.31,0.02,0.22,0.25,,88.0,,0.0,21.1,21.1,8,303,81,57,0.80,0.09,0.60,2.5,0.5,0.026,0.016,0.028,0.000,0.001,0.027,0.0,70.4,105.6,80.0,21.1,18.9,64.0,86.4,64.0,17.0,89.6,83.2,31.0,44.8,44.8
"Asparagus, green, raw",64,26,1.8,1.3,3.1,1.8,0.3,0.0,0.0,48.17,289.00,0.00,0.00,1.98,,0.11,0.12,0.24,,0.15,,,150.0,,0.0,10.0,10.0,4,267,23,12,0.70,,0.90,1.9,0.1,0.069,0.007,0.164,0.000,0.013,0.151,0.0,51.8,83.5,74.9,20.7,6.3,49.0,40.3,46.1,14.4,83.5,69.1,31.7,60.5,115.2
"Fennel, bulb, raw",65,23,1.4,,2.9,2.0,0.2,0.0,0.1,0.92,5.50,0.00,0.00,0.20,,0.03,0.11,0.60,0.20,0.06,,,29.5,,0.0,9.5,9.5,27,395,30,11,0.32,,0.22,2.1,0.1,0.070,0.070,0.180,0.000,0.130,0.040,0.0,,,,,,,,,24.0,,,,,
"Saithe, raw",66,79,18.1,,0.0,0.0,0.7,0.0,0.2,3.15,0.00,0.79,0.79,0.76,0.00,0.07,0.12,6.18,1.85,0.24,0.29,3.8,10.0,,2.6,0.3,0.3,67,391,8,27,0.27,0.06,0.38,0.0,0,0.379,0.220,0.029,,0.029,0.000,61.0,,,,,,,,,260.0,,,,,
"Buckwheat, whole, raw",67,341,13.1,10.3,62.4,5.8,3.1,0.0,0.0,0.00,0.00,0.00,0.00,0.13,1.27,0.41,0.14,3.67,2.92,0.29,1.23,21.1,59.8,,0.0,0.0,,0,415,15,195,2.10,0.38,1.55,0.9,47.127533,0.339,0.655,0.758,0.000,0.000,0.758,,438.0,802.0,722.0,194.0,286.0,576.0,328.0,480.0,220.0,611.0,1240.0,303.0,721.0,460.0
"Aubergine, raw",69,17,0.9,0.4,2.3,2.2,0.0,0.0,0.0,5.23,31.38,0.00,0.00,0.00,0.60,0.02,0.03,0.41,0.36,0.05,0.33,1.9,6.1,8.0,0.0,1.3,,1,218,10,14,0.17,0.05,0.14,2.2,0.2,0.034,0.016,0.076,0.000,,,0.0,0.0,40.9,41.7,0.0,5.8,0.0,0.0,26.3,2.8,34.6,32.6,0.0,26.4,15.7
"Orange, raw",70,49,0.9,0.5,9.3,2.0,0.1,0.0,0.0,8.00,48.00,0.00,0.00,0.31,0.00,0.10,0.03,0.49,0.39,0.08,0.16,0.8,46.2,13.0,0.0,54.4,52.8,1,158,30,10,0.12,0.04,0.06,8.2,0,0.023,0.025,0.046,0.000,0.013,0.033,0.0,17.0,28.3,35.4,4.8,3.0,19.8,11.8,17.0,5.8,28.3,75.1,11.8,19.8,121.9
"Lamb, leg, unspecified , raw",71,180,17.9,16.9,0.0,0.0,12.0,0.0,0.2,45.00,0.00,0.40,0.40,0.70,0.00,0.18,0.30,7.41,4.30,0.20,0.55,1.0,1.4,0.7,1.2,1.0,1.0,66,218,13,17,1.50,0.12,3.42,0.0,0,4.833,3.605,0.319,0.455,0.117,0.203,70.1,997.0,1640.2,1833.1,514.6,170.4,804.0,804.0,868.3,186.5,1093.4,1350.7,578.9,1061.3,932.6
"Cod, fillet, raw",72,75,17.5,14.5,0.0,0.0,0.6,0.0,0.2,2.30,0.00,1.00,1.00,0.45,6.83,0.05,0.04,4.85,2.00,0.22,0.14,1.1,16.0,6.0,1.1,0.0,0.0,76,338,15,25,0.20,0.02,0.38,0.0,0,0.102,0.041,0.240,,0.239,0.001,43.0,868.8,1348.1,1647.7,569.2,128.8,689.0,659.1,748.9,170.8,958.7,1078.5,359.5,868.8,569.2
